Field,Field_Variability_Rank,X_miles,Y_miles,Structural_Depth_ft,Isopach_ft,GammaRay_API,Resistivity_ohmm,Porosity_frac,Oil_Production_BOPD
Field_03,3,7.68,7.27,8249.5,60.0,48.2,24.3,0.1642,288.1
Field_03,3,7.78,7.27,8639.5,67.6,44.9,22.09,0.1744,354.4
Field_03,3,7.88,7.27,8992.9,81.4,41.5,19.66,0.1867,438.9
Field_03,3,7.98,7.27,9192.2,98.2,38.3,17.56,0.193,509.4
Field_03,3,8.08,7.27,9220.8,113.7,36.2,15.98,0.1868,533.6
Field_03,3,8.18,7.27,9113.3,123.7,36.1,14.94,0.1672,503.6
Field_03,3,8.28,7.27,8886.8,125.9,38.0,14.41,0.1396,440.0
Field_03,3,8.38,7.27,8555.8,121.3,41.4,14.39,0.1137,374.6
Field_03,3,8.48,7.27,8196.4,113.7,45.1,14.89,0.0986,337.4
Field_03,3,8.59,7.27,7948.3,107.3,48.6,15.79,0.0988,345.9
Field_03,3,8.69,7.27,7927.3,103.9,52.0,16.88,0.1131,395.6
Field_03,3,8.79,7.27,8140.4,102.6,55.7,17.79,0.1356,461.6
Field_03,3,8.89,7.27,8489.3,101.5,59.8,18.17,0.1584,517.2
Field_03,3,8.99,7.27,8844.1,100.1,64.1,17.87,0.1754,550.1
Field_03,3,9.09,7.27,9106.2,98.9,67.4,16.98,0.1843,560.2
Field_03,3,9.19,7.27,9222.7,98.9,68.6,15.77,0.1864,550.2
Field_03,3,9.29,7.27,9178.7,99.5,67.1,14.65,0.1848,523.9
Field_03,3,9.39,7.27,8999.8,99.2,63.7,14.12,0.183,487.8
Field_03,3,9.49,7.27,8750.7,96.3,59.7,14.6,0.1839,451.2
Field_03,3,9.6,7.27,8513.7,91.1,56.3,16.4,0.1889,419.7
Field_03,3,9.7,7.27,8357.3,85.1,53.7,19.53,0.1959,392.1
Field_03,3,9.8,7.27,8312.8,80.3,51.4,23.47,0.2007,365.8
Field_03,3,9.9,7.27,8366.6,77.6,48.5,27.12,0.1999,337.7
Field_03,3,10.0,7.27,8471.5,76.0,45.0,29.42,0.1948,302.7
Field_03,3,0.0,7.37,8329.0,79.9,41.5,30.53,0.1782,261.1
Field_03,3,0.1,7.37,8381.5,78.9,38.0,31.22,0.1809,257.4
Field_03,3,0.2,7.37,8397.2,77.7,35.6,30.55,0.1938,270.3
Field_03,3,0.3,7.37,8368.7,75.9,35.1,28.93,0.214,309.3
Field_03,3,0.4,7.37,8282.7,73.9,36.9,27.13,0.2345,373.9
Field_03,3,0.51,7.37,8155.3,72.2,40.4,25.77,0.2468,449.6
Field_03,3,0.61,7.37,8051.0,71.7,44.4,24.92,0.2458,512.5
Field_03,3,0.71,7.37,8040.9,72.9,47.7,24.15,0.2318,535.7
Field_03,3,0.81,7.37,8138.8,75.4,49.8,22.92,0.2106,503.4
Field_03,3,0.91,7.37,8292.1,78.3,50.6,20.9,0.1908,427.1
Field_03,3,1.01,7.37,8449.5,80.8,50.0,18.2,0.1792,337.6
Field_03,3,1.11,7.37,8625.4,83.4,48.0,15.26,0.1782,260.4
Field_03,3,1.21,7.37,8878.3,87.0,44.6,12.59,0.1857,205.7
Field_03,3,1.31,7.37,9219.8,92.4,40.7,10.52,0.1968,175.0
Field_03,3,1.41,7.37,9566.4,98.4,37.0,9.11,0.2072,165.7
Field_03,3,1.52,7.37,9798.0,103.1,34.0,8.27,0.2138,172.6
Field_03,3,1.62,7.37,9852.4,105.3,31.8,7.9,0.2151,188.2
Field_03,3,1.72,7.37,9750.9,105.8,30.1,8.0,0.2114,206.6
Field_03,3,1.82,7.37,9548.2,106.4,29.2,8.72,0.2047,228.2
Field_03,3,1.92,7.37,9290.9,108.4,29.3,10.28,0.1989,259.7
Field_03,3,2.02,7.37,9030.0,111.9,30.5,12.92,0.1976,310.3
Field_03,3,2.12,7.37,8842.0,115.1,32.8,16.56,0.2017,388.2
Field_03,3,2.22,7.37,8800.3,115.6,35.4,20.41,0.2094,487.1
Field_03,3,2.32,7.37,8907.9,111.8,37.3,23.01,0.2164,559.9
Field_03,3,2.42,7.37,9069.0,103.6,37.8,23.43,0.2187,540.5
Field_03,3,2.53,7.37,9147.1,93.2,37.2,22.11,0.2138,432.0
Field_03,3,2.63,7.37,9067.5,83.9,36.8,20.08,0.2018,302.8
Field_03,3,2.73,7.37,8866.6,78.3,38.2,17.95,0.1853,205.1
Field_03,3,2.83,7.37,8646.6,77.3,42.4,15.86,0.1686,151.7
Field_03,3,2.93,7.37,8487.2,79.2,48.7,13.95,0.156,134.7
Field_03,3,3.03,7.37,8389.7,80.0,55.2,12.44,0.1505,140.4
Field_03,3,3.13,7.37,8290.8,75.2,59.6,11.45,0.1521,151.7
Field_03,3,3.23,7.37,8128.8,63.3,60.3,10.93,0.1585,149.6
Field_03,3,3.33,7.37,7913.8,47.3,57.5,10.67,0.167,125.1
Field_03,3,3.43,7.37,7736.8,33.4,52.7,10.53,0.1768,91.4
Field_03,3,3.54,7.37,7705.4,27.5,47.5,10.53,0.1887,72.3
Field_03,3,3.64,7.37,7867.9,31.3,43.2,10.83,0.2028,76.1
Field_03,3,3.74,7.37,8200.9,42.1,40.2,11.61,0.2168,95.0
Field_03,3,3.84,7.37,8652.0,55.2,38.3,13.01,0.227,120.8
Field_03,3,3.94,7.37,9168.5,67.6,37.3,14.94,0.2308,153.3
Field_03,3,4.04,7.37,9677.9,78.9,37.3,16.98,0.2277,198.6
Field_03,3,4.14,7.37,10064.6,90.0,37.9,18.3,0.2198,259.4
Field_03,3,4.24,7.37,10205.0,101.1,38.0,18.07,0.21,323.8
Field_03,3,4.34,7.37,10042.9,110.3,37.1,16.36,0.2017,367.8
Field_03,3,4.44,7.37,9634.0,114.7,35.1,14.07,0.197,377.6
Field_03,3,4.55,7.37,9114.4,112.8,33.0,12.13,0.1971,359.4
Field_03,3,4.65,7.37,8626.8,106.0,31.7,10.92,0.2021,327.8
Field_03,3,4.75,7.37,8266.0,96.9,32.1,10.32,0.2109,292.3
Field_03,3,4.85,7.37,8071.5,88.1,34.1,9.99,0.2217,255.9
Field_03,3,4.95,7.37,8044.1,80.3,38.1,9.62,0.2316,218.4
Field_03,3,5.05,7.37,8161.2,73.7,43.9,9.08,0.2377,181.1
Field_03,3,5.15,7.37,8384.7,69.0,51.0,8.53,0.2378,148.2
Field_03,3,5.25,7.37,8665.6,66.7,58.2,8.21,0.2313,124.3
Field_03,3,5.35,7.37,8944.5,66.3,63.6,8.24,0.2195,110.8
Field_03,3,5.45,7.37,9155.8,66.9,66.1,8.54,0.2044,106.7
Field_03,3,5.56,7.37,9253.3,68.4,65.9,9.01,0.1884,110.6
Field_03,3,5.66,7.37,9248.2,72.3,64.3,9.58,0.1741,121.7
Field_03,3,5.76,7.37,9210.2,79.7,63.0,10.29,0.1646,139.3
Field_03,3,5.86,7.37,9204.7,89.4,62.8,11.25,0.1618,159.0
Field_03,3,5.96,7.37,9222.2,97.9,63.3,12.3,0.1646,168.9
Field_03,3,6.06,7.37,9185.8,101.6,63.3,12.91,0.1693,157.5
Field_03,3,6.16,7.37,9042.2,99.1,61.9,12.5,0.1729,131.6
Field_03,3,6.26,7.37,8841.7,92.2,59.0,11.1,0.176,109.2
Field_03,3,6.36,7.37,8723.8,84.5,55.0,9.47,0.1813,98.5
Field_03,3,6.46,7.37,8813.4,78.8,51.1,8.39,0.1907,98.3
Field_03,3,6.57,7.37,9109.1,76.1,47.9,8.26,0.202,107.7
Field_03,3,6.67,7.37,9456.0,75.8,46.0,9.21,0.2116,126.8
Field_03,3,6.77,7.37,9644.0,76.9,45.9,11.3,0.2171,154.6
Field_03,3,6.87,7.37,9557.6,78.9,47.6,14.51,0.2191,186.7
Field_03,3,6.97,7.37,9246.3,81.6,50.7,18.5,0.2191,213.4
Field_03,3,7.07,7.37,8853.6,84.5,54.3,22.49,0.2174,221.9
Field_03,3,7.17,7.37,8486.7,86.3,57.2,25.5,0.2119,209.8
Field_03,3,7.27,7.37,8165.7,85.1,58.3,27.14,0.201,195.6
Field_03,3,7.37,7.37,7888.8,80.4,57.0,27.8,0.1862,198.6
Field_03,3,7.47,7.37,7716.1,74.1,53.9,27.98,0.1726,221.9
Field_03,3,7.58,7.37,7756.2,69.7,50.2,27.58,0.1656,263.6
Field_03,3,7.68,7.37,8058.3,70.2,47.0,26.19,0.1676,325.9
Field_03,3,7.78,7.37,8529.6,77.0,44.2,23.78,0.1759,406.6
Field_03,3,7.88,7.37,8983.4,89.1,41.5,20.92,0.1842,487.6
Field_03,3,7.98,7.37,9269.7,103.8,38.5,18.28,0.1853,539.1
Field_03,3,8.08,7.37,9349.2,117.2,36.0,16.24,0.1746,539.5
Field_03,3,8.18,7.37,9252.5,126.0,35.3,14.86,0.1528,492.3
Field_03,3,8.28,7.37,9012.1,128.4,37.1,14.07,0.1259,422.3
Field_03,3,8.38,7.37,8665.4,125.5,41.1,13.83,0.1029,361.8
Field_03,3,8.48,7.37,8300.6,120.6,45.7,14.13,0.0918,340.0
Field_03,3,8.59,7.37,8052.8,116.7,49.9,14.91,0.0962,372.5
Field_03,3,8.69,7.37,8026.4,114.9,53.2,15.91,0.1139,447.2
Field_03,3,8.79,7.37,8227.3,113.9,56.3,16.64,0.138,521.1
Field_03,3,8.89,7.37,8570.3,112.1,60.0,16.68,0.1601,553.4
Field_03,3,8.99,7.37,8936.5,109.0,64.3,16.0,0.1746,541.9
Field_03,3,9.09,7.37,9217.8,106.0,68.2,14.88,0.1806,511.0
Field_03,3,9.19,7.37,9332.1,104.5,70.1,13.68,0.1803,479.7
Field_03,3,9.29,7.37,9239.2,104.4,69.0,12.69,0.1769,451.6
Field_03,3,9.39,7.37,8967.5,104.4,65.3,12.22,0.1736,423.7
Field_03,3,9.49,7.37,8615.4,102.4,60.5,12.61,0.1733,395.8
Field_03,3,9.6,7.37,8304.9,98.1,56.2,14.17,0.1776,368.4
Field_03,3,9.7,7.37,8120.0,92.3,53.0,17.05,0.1847,339.0
Field_03,3,9.8,7.37,8077.8,86.8,50.5,20.96,0.1897,308.8
Field_03,3,9.9,7.37,8139.3,83.0,48.0,25.07,0.1889,285.5
Field_03,3,10.0,7.37,8240.9,80.9,45.0,28.43,0.1831,271.1
Field_03,3,0.0,7.47,8072.4,86.6,42.3,28.13,0.1694,298.4
Field_03,3,0.1,7.47,8093.7,87.4,39.1,30.26,0.173,335.9
Field_03,3,0.2,7.47,8102.6,87.5,36.5,31.13,0.1881,383.1
Field_03,3,0.3,7.47,8101.2,85.5,35.6,30.65,0.2112,444.9
Field_03,3,0.4,7.47,8079.5,81.2,36.7,29.39,0.2338,515.8
Field_03,3,0.51,7.47,8051.7,75.5,39.3,28.14,0.2477,572.5
Field_03,3,0.61,7.47,8074.3,70.3,42.5,27.3,0.2476,590.1
Field_03,3,0.71,7.47,8203.5,67.3,45.4,26.62,0.2344,559.6
Field_03,3,0.81,7.47,8431.7,66.7,47.7,25.46,0.214,486.8
Field_03,3,0.91,7.47,8686.9,67.7,49.4,23.18,0.1952,387.6
Field_03,3,1.01,7.47,8907.9,69.4,50.2,19.73,0.1848,285.2
Field_03,3,1.11,7.47,9109.0,71.4,49.3,15.83,0.1852,200.0
Field_03,3,1.21,7.47,9351.7,74.7,46.5,12.44,0.1936,142.4
Field_03,3,1.31,7.47,9649.5,79.6,42.2,10.11,0.2046,113.7
Field_03,3,1.41,7.47,9922.3,85.4,37.4,8.89,0.2139,111.4
Field_03,3,1.52,7.47,10059.6,90.5,33.0,8.57,0.2191,132.3
Field_03,3,1.62,7.47,10017.9,93.5,29.8,8.95,0.2195,171.9
Field_03,3,1.72,7.47,9841.7,94.9,28.1,9.96,0.2149,222.1
Field_03,3,1.82,7.47,9604.4,96.0,28.3,11.67,0.2064,274.5
Field_03,3,1.92,7.47,9357.0,98.2,30.2,14.25,0.1966,326.4
Field_03,3,2.02,7.47,9134.2,102.2,33.2,17.77,0.1894,383.1
Field_03,3,2.12,7.47,8978.9,107.3,36.7,21.78,0.1879,452.7
Field_03,3,2.22,7.47,8929.7,111.4,39.9,25.11,0.1921,531.7
Field_03,3,2.32,7.47,8976.6,111.9,41.8,26.37,0.1989,583.0
Field_03,3,2.42,7.47,9041.9,107.6,41.8,25.15,0.2039,553.7
Field_03,3,2.53,7.47,9026.6,99.3,40.3,22.37,0.204,444.4
Field_03,3,2.63,7.47,8888.7,89.8,38.7,19.21,0.1983,312.4
Field_03,3,2.73,7.47,8678.9,82.4,39.0,16.32,0.1882,208.0
Field_03,3,2.83,7.47,8495.8,78.9,42.2,13.93,0.1763,146.7
Field_03,3,2.93,7.47,8401.3,78.7,47.6,12.17,0.166,123.2
Field_03,3,3.03,7.47,8370.9,78.7,53.3,11.12,0.1605,126.2
Field_03,3,3.13,7.47,8319.2,75.0,56.9,10.77,0.1613,142.8
Field_03,3,3.23,7.47,8181.3,65.6,57.4,10.88,0.1669,155.2
Field_03,3,3.33,7.47,7978.3,52.5,55.0,11.16,0.1748,146.7
Field_03,3,3.43,7.47,7806.8,40.4,50.9,11.38,0.184,120.4
Field_03,3,3.54,7.47,7760.5,34.0,46.4,11.57,0.1949,97.4
Field_03,3,3.64,7.47,7866.2,35.0,42.5,11.95,0.2077,90.7
Field_03,3,3.74,7.47,8096.4,41.7,39.7,12.72,0.2205,97.9
Field_03,3,3.84,7.47,8427.4,51.3,38.3,13.92,0.2298,114.6
Field_03,3,3.94,7.47,8854.7,62.0,38.1,15.38,0.233,141.0
Field_03,3,4.04,7.47,9341.4,73.3,38.9,16.66,0.2296,179.7
Field_03,3,4.14,7.47,9771.8,85.5,39.8,17.12,0.2212,229.4
Field_03,3,4.24,7.47,9988.3,97.7,39.8,16.34,0.2103,278.2
Field_03,3,4.34,7.47,9894.6,107.4,38.4,14.55,0.1997,308.7
Field_03,3,4.44,7.47,9525.6,112.0,35.9,12.5,0.192,313.2
Field_03,3,4.55,7.47,9025.7,110.8,33.7,10.87,0.1893,300.5
Field_03,3,4.65,7.47,8562.7,105.8,32.5,9.86,0.1929,284.0
Field_03,3,4.75,7.47,8252.1,100.1,33.0,9.35,0.2026,269.7
Field_03,3,4.85,7.47,8131.6,95.3,35.0,8.99,0.2162,254.2
Field_03,3,4.95,7.47,8175.3,91.1,38.8,8.52,0.2299,230.1
Field_03,3,5.05,7.47,8323.1,86.5,44.6,7.93,0.2394,196.0
Field_03,3,5.15,7.47,8509.6,81.5,51.8,7.42,0.2415,159.8
Field_03,3,5.25,7.47,8686.9,76.9,59.1,7.24,0.2353,131.7
Field_03,3,5.35,7.47,8829.8,73.1,64.4,7.51,0.2229,115.7
Field_03,3,5.45,7.47,8930.0,70.5,66.8,8.13,0.2073,111.2
Field_03,3,5.56,7.47,8992.9,69.9,66.4,8.89,0.1916,115.6
Field_03,3,5.66,7.47,9040.8,73.1,64.7,9.55,0.1784,126.6
Field_03,3,5.76,7.47,9098.4,80.4,63.5,10.1,0.17,141.9
Field_03,3,5.86,7.47,9155.8,89.7,63.4,10.73,0.1672,157.4
Field_03,3,5.96,7.47,9150.6,96.9,63.6,11.55,0.1679,166.0
Field_03,3,6.06,7.47,9014.3,98.3,63.0,12.35,0.1687,162.3
Field_03,3,6.16,7.47,8751.7,93.7,60.5,12.58,0.1673,149.8
Field_03,3,6.26,7.47,8474.9,86.4,56.4,11.94,0.1653,137.9
Field_03,3,6.36,7.47,8347.5,80.9,51.8,10.76,0.1662,132.2
Field_03,3,6.46,7.47,8474.9,79.9,47.7,9.74,0.1717,134.4
Field_03,3,6.57,7.47,8818.8,82.9,45.0,9.38,0.1803,144.7
Field_03,3,6.67,7.47,9202.0,87.3,43.8,9.89,0.189,160.8
Field_03,3,6.77,7.47,9417.1,90.7,44.2,11.31,0.1966,179.1
Field_03,3,6.87,7.47,9365.7,92.1,45.9,13.63,0.2036,194.2
Field_03,3,6.97,7.47,9107.2,92.2,48.6,16.75,0.2107,197.6
Field_03,3,7.07,7.47,8775.8,92.0,51.6,20.24,0.2158,180.0
Field_03,3,7.17,7.47,8458.9,91.2,54.0,23.34,0.2157,146.2
Field_03,3,7.27,7.47,8164.3,89.0,54.6,25.5,0.2079,123.0
Field_03,3,7.37,7.47,7893.7,85.0,53.2,26.74,0.1943,133.2
Field_03,3,7.47,7.47,7719.3,80.5,50.4,27.35,0.1808,176.1
Field_03,3,7.58,7.47,7760.1,77.8,47.3,27.26,0.173,241.9
Field_03,3,7.68,7.47,8071.6,79.2,45.0,26.07,0.1728,323.1
Field_03,3,7.78,7.47,8568.3,85.5,43.2,23.68,0.177,406.8
Field_03,3,7.88,7.47,9068.3,95.8,41.1,20.62,0.1795,469.3
Field_03,3,7.98,7.47,9415.0,107.8,38.2,17.72,0.1747,490.0
Field_03,3,8.08,7.47,9550.0,118.8,35.3,15.49,0.1603,467.8
Field_03,3,8.18,7.47,9485.8,126.1,34.0,14.05,0.1383,418.2
Field_03,3,8.28,7.47,9254.3,128.5,35.6,13.22,0.1145,361.8
Field_03,3,8.38,7.47,8907.4,127.0,39.7,12.84,0.096,319.6
Field_03,3,8.48,7.47,8545.2,123.8,44.8,12.84,0.0892,312.4
Field_03,3,8.59,7.47,8295.7,121.5,49.1,13.24,0.0966,351.2
Field_03,3,8.69,7.47,8246.4,120.4,52.0,13.86,0.1154,420.4
Field_03,3,8.79,7.47,8398.0,119.5,54.4,14.33,0.1382,476.8
Field_03,3,8.89,7.47,8680.1,117.3,57.7,14.29,0.1573,485.3
Field_03,3,8.99,7.47,8994.7,113.3,62.4,13.73,0.1685,455.3
Field_03,3,9.09,7.47,9239.5,109.1,67.3,12.95,0.1726,420.4
Field_03,3,9.19,7.47,9317.9,106.2,70.5,12.23,0.1726,400.2
Field_03,3,9.29,7.47,9173.6,105.4,70.4,11.69,0.1707,391.8
Field_03,3,9.39,7.47,8838.4,105.4,67.2,11.47,0.1686,381.6
Field_03,3,9.49,7.47,8434.3,104.2,62.1,11.81,0.1686,360.6
Field_03,3,9.6,7.47,8104.9,101.0,57.0,12.99,0.1725,328.6
Field_03,3,9.7,7.47,7930.3,96.3,53.0,15.19,0.1788,290.4
Field_03,3,9.8,7.47,7901.2,91.4,50.2,18.27,0.1831,258.8
Field_03,3,9.9,7.47,7955.0,87.9,47.9,21.78,0.1813,250.5
Field_03,3,10.0,7.47,8025.0,86.4,45.4,25.19,0.1746,267.7
Field_03,3,0.0,7.58,7897.9,94.0,42.9,24.72,0.162,359.0
Field_03,3,0.1,7.58,7894.9,96.1,40.5,27.52,0.1673,442.3
Field_03,3,0.2,7.58,7907.8,96.5,38.3,29.42,0.1851,529.1
Field_03,3,0.3,7.58,7937.9,93.4,37.2,29.93,0.2104,608.4
Field_03,3,0.4,7.58,7971.1,86.6,37.4,29.28,0.2346,666.9
Field_03,3,0.51,7.58,8016.7,77.3,38.6,28.23,0.2494,681.9
Field_03,3,0.61,7.58,8125.8,68.2,40.2,27.35,0.2509,639.8
Field_03,3,0.71,7.58,8347.8,61.5,42.2,26.63,0.2402,554.2
Field_03,3,0.81,7.58,8667.1,58.0,44.8,25.53,0.2226,448.3
Field_03,3,0.91,7.58,9005.2,57.1,47.8,23.27,0.2059,337.4
Field_03,3,1.01,7.58,9295.4,57.5,50.6,19.66,0.1962,234.4
Field_03,3,1.11,7.58,9543.6,58.8,51.8,15.52,0.1957,152.5
Field_03,3,1.21,7.58,9796.7,61.3,50.3,12.02,0.2014,99.2
Field_03,3,1.31,7.58,10053.6,65.2,46.3,9.79,0.2086,73.9
Field_03,3,1.41,7.58,10231.6,70.3,40.9,8.86,0.2134,72.9
Field_03,3,1.52,7.58,10237.3,75.5,35.3,9.04,0.215,95.9
Field_03,3,1.62,7.58,10061.5,79.6,30.9,10.19,0.2135,145.5
Field_03,3,1.72,7.58,9789.0,82.6,28.5,12.24,0.2086,219.5
Field_03,3,1.82,7.58,9521.4,85.1,28.6,15.19,0.1998,304.1
Field_03,3,1.92,7.58,9310.1,87.8,30.9,18.97,0.1882,378.9
Field_03,3,2.02,7.58,9157.9,91.8,34.5,23.14,0.1774,434.7
Field_03,3,2.12,7.58,9056.3,97.5,38.6,26.7,0.1718,479.7
Field_03,3,2.22,7.58,9001.0,103.6,42.2,28.42,0.1736,521.1
Field_03,3,2.32,7.58,8973.6,107.3,44.2,27.66,0.1806,541.7
Field_03,3,2.42,7.58,8927.5,106.5,44.2,24.89,0.1886,509.6
Field_03,3,2.53,7.58,8811.4,100.8,42.4,21.26,0.1936,420.4
Field_03,3,2.63,7.58,8618.3,92.4,40.3,17.74,0.1941,308.1
Field_03,3,2.73,7.58,8406.7,84.3,40.0,14.79,0.1902,210.7
Field_03,3,2.83,7.58,8262.5,78.9,42.5,12.56,0.183,146.8
Field_03,3,2.93,7.58,8226.2,76.9,47.1,11.12,0.1752,117.5
Field_03,3,3.03,7.58,8252.7,75.9,51.7,10.53,0.1701,116.5
Field_03,3,3.13,7.58,8247.0,72.9,54.4,10.67,0.1699,135.4
Field_03,3,3.23,7.58,8148.3,66.0,54.5,11.22,0.1744,159.3
Field_03,3,3.33,7.58,7985.9,56.4,52.2,11.74,0.1814,167.6
Field_03,3,3.43,7.58,7851.8,47.2,48.8,11.94,0.1892,152.4
Field_03,3,3.54,7.58,7822.1,41.4,45.0,11.93,0.1978,128.3
Field_03,3,3.64,7.58,7907.5,40.0,41.9,12.06,0.2073,111.2
Field_03,3,3.74,7.58,8081.2,42.8,39.9,12.59,0.2166,106.0
Field_03,3,3.84,7.58,8337.3,48.6,39.6,13.52,0.2234,111.8
Field_03,3,3.94,7.58,8698.2,56.8,41.0,14.61,0.226,128.6
Field_03,3,4.04,7.58,9150.3,67.5,43.3,15.48,0.2239,155.9
Field_03,3,4.14,7.58,9586.7,80.2,45.2,15.68,0.2177,190.9
Field_03,3,4.24,7.58,9841.3,93.3,45.4,14.94,0.2084,224.8
Field_03,3,4.34,7.58,9797.7,104.2,43.7,13.4,0.1972,245.0
Field_03,3,4.44,7.58,9476.1,110.5,40.9,11.6,0.1866,246.1
Field_03,3,4.55,7.58,9023.1,111.6,38.4,10.09,0.18,236.1
Field_03,3,4.65,7.58,8620.8,109.7,36.9,9.07,0.1803,227.7
Field_03,3,4.75,7.58,8392.4,107.7,36.8,8.46,0.1889,226.8
Field_03,3,4.85,7.58,8359.3,106.3,38.0,8.02,0.2038,228.2
Field_03,3,4.95,7.58,8460.9,104.4,41.0,7.55,0.2204,219.8
Field_03,3,5.05,7.58,8603.6,100.2,45.8,7.08,0.233,195.1
Field_03,3,5.15,7.58,8710.9,93.4,52.2,6.79,0.2374,161.9
Field_03,3,5.25,7.58,8750.8,85.2,58.6,6.89,0.2327,133.2
Field_03,3,5.35,7.58,8737.7,77.3,63.2,7.47,0.2216,116.4
Field_03,3,5.45,7.58,8715.4,71.0,65.0,8.44,0.208,112.3
Field_03,3,5.56,7.58,8731.3,68.1,64.5,9.46,0.1954,118.4
Field_03,3,5.66,7.58,8811.6,70.2,63.2,10.13,0.1857,131.1
Field_03,3,5.76,7.58,8936.1,77.2,62.5,10.4,0.1798,146.2
Field_03,3,5.86,7.58,9028.0,86.1,62.6,10.61,0.1771,158.4
Field_03,3,5.96,7.58,8983.8,92.2,62.8,11.12,0.1755,163.5
Field_03,3,6.06,7.58,8748.5,92.3,61.7,11.92,0.1718,160.8
Field_03,3,6.16,7.58,8380.7,87.0,58.7,12.6,0.1647,154.9
Field_03,3,6.26,7.58,8042.6,80.6,54.1,12.64,0.1563,151.6
Field_03,3,6.36,7.58,7910.7,77.9,49.0,12.0,0.1502,153.7
Field_03,3,6.46,7.58,8069.2,81.1,44.7,11.15,0.1489,161.5
Field_03,3,6.57,7.58,8451.8,88.4,41.9,10.59,0.1524,172.9
Field_03,3,6.67,7.58,8871.6,95.8,40.7,10.61,0.1597,183.7
Field_03,3,6.77,7.58,9130.9,100.2,41.0,11.28,0.1702,190.9
Field_03,3,6.87,7.58,9144.1,100.4,42.4,12.67,0.1842,191.6
Field_03,3,6.97,7.58,8970.9,97.8,44.5,14.83,0.2,179.9
Field_03,3,7.07,7.58,8733.1,94.4,46.7,17.59,0.2135,149.8
Field_03,3,7.17,7.58,8504.0,91.0,48.3,20.45,0.2193,108.9
Field_03,3,7.27,7.58,8284.3,87.8,48.5,22.82,0.2149,82.7
Field_03,3,7.37,7.58,8073.1,84.4,47.1,24.44,0.2025,91.7
Field_03,3,7.47,7.58,7935.2,81.7,44.9,25.32,0.1886,133.9
Field_03,3,7.58,7.58,7978.7,81.0,43.1,25.35,0.1791,198.8
Field_03,3,7.68,7.58,8260.1,83.5,42.1,24.22,0.1759,275.3
Field_03,3,7.78,7.58,8716.6,89.4,41.4,21.84,0.1756,344.5
Field_03,3,7.88,7.58,9198.0,98.1,39.9,18.76,0.173,382.9
Field_03,3,7.98,7.58,9563.6,108.0,37.2,15.87,0.1643,382.7
Field_03,3,8.08,7.58,9742.1,117.3,34.1,13.73,0.1492,357.4
Field_03,3,8.18,7.58,9721.9,123.9,32.2,12.43,0.1303,325.6
Field_03,3,8.28,7.58,9523.4,127.0,33.2,11.72,0.112,298.1
Field_03,3,8.38,7.58,9204.2,127.0,36.9,11.33,0.0992,282.0
Field_03,3,8.48,7.58,8868.2,125.2,41.7,11.17,0.0962,286.9
Field_03,3,8.59,7.58,8629.7,123.4,45.7,11.3,0.1044,317.8
Field_03,3,8.69,7.58,8553.3,122.3,48.3,11.7,0.1207,362.3
Field_03,3,8.79,7.58,8629.4,121.2,50.2,12.12,0.1386,390.6
Field_03,3,8.89,7.58,8803.0,118.6,53.4,12.27,0.1517,383.1
Field_03,3,8.99,7.58,9006.0,114.3,58.4,12.08,0.1583,353.5
Field_03,3,9.09,7.58,9160.6,109.3,64.3,11.78,0.1611,331.2
Field_03,3,9.19,7.58,9178.4,105.7,68.7,11.59,0.1632,330.8
Field_03,3,9.29,7.58,9001.0,104.2,69.9,11.57,0.1653,345.4
Field_03,3,9.39,7.58,8658.9,103.8,67.4,11.7,0.1667,353.9
Field_03,3,9.49,7.58,8275.6,102.9,62.5,12.08,0.1683,337.8
Field_03,3,9.6,7.58,7987.5,100.6,57.0,12.91,0.1716,297.8
Field_03,3,9.7,7.58,7853.6,97.1,52.4,14.35,0.1763,251.6
Field_03,3,9.8,7.58,7838.8,94.0,49.2,16.4,0.1785,225.2
Field_03,3,9.9,7.58,7870.4,92.2,47.0,18.9,0.1749,237.7
Field_03,3,10.0,7.58,7894.9,92.3,45.2,21.71,0.167,287.3
Field_03,3,0.0,7.68,7855.1,101.4,42.9,22.07,0.1555,423.1
Field_03,3,0.1,7.68,7842.2,104.2,41.8,24.92,0.1628,543.7
Field_03,3,0.2,7.68,7869.0,104.2,40.7,27.22,0.1826,661.9
Field_03,3,0.3,7.68,7928.6,99.8,39.7,28.32,0.2093,749.4
Field_03,3,0.4,7.68,7998.0,90.7,38.9,28.16,0.234,787.2
Field_03,3,0.51,7.68,8080.0,78.8,38.3,27.25,0.2498,759.1
Field_03,3,0.61,7.68,8222.4,66.9,38.2,26.16,0.254,664.4
Field_03,3,0.71,7.68,8474.1,57.5,39.2,25.07,0.2476,533.8
Field_03,3,0.81,7.68,8824.6,51.6,42.0,23.67,0.2348,402.5
Field_03,3,0.91,7.68,9203.6,48.8,46.6,21.39,0.2215,286.6
Field_03,3,1.01,7.68,9546.1,48.0,51.7,18.08,0.2124,191.4
Field_03,3,1.11,7.68,9842.2,48.5,55.1,14.44,0.2094,120.9
Field_03,3,1.21,7.68,10108.5,50.2,55.3,11.44,0.21,76.6
Field_03,3,1.31,7.68,10317.0,53.0,52.0,9.61,0.2105,55.4
Field_03,3,1.41,7.68,10379.9,56.9,46.4,9.01,0.2089,54.0
Field_03,3,1.52,7.68,10227.9,61.5,39.9,9.56,0.2058,73.6
